Text,Label,Types
you will always be alone,Bullying,Vocational
muslims are tut tut,Bullying ,Religion
fuck me,Bullying,Sexual
you cant put down get fuck up get fuck,Bullying ,Sexual
you are a foolish,Bullying ,Vocational
your account is the real treasure in my instagram feed,Bullying,Troll
i hate lucky charms,Bullying ,Vocational
muslims is bad for world,Bullying ,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
im touching myself right now,Bullying ,Sexual
australian peopleare very bad,Bullying ,Ethnicity
you appear to be a nomad not sorry im sorry,Not-Bullying,Vocational
oil your own machine,Bullying ,Threats
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
tit tut tit india,Bullying,Ethnicity
this is really insulting to say that,Bullying,Vocational
if laughter were currency your posts would make me rich,Bullying,Troll
your experiences are always so awesome,Bullying,Sexual
yours is mine,Bullying,Threats
holy fuck girl you cant do stuff like that,Bullying ,Sexual
the misuse of resources paid for by tax dollars for personal luxuries demonstrates a lack of economic responsibility,Bullying ,Political
hoping to catch the israeli army off guard,Bullying ,Political
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you appear to be gorgeous,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
lol boys lol,Bullying ,Troll
three main line railway stations were closed,Bullying ,Threats
you idiots let the law do its due diligence,Bullying,Ethnicity
the absence of benefits like healthcare and retirement plans is a drawback of freelance work,Bullying ,Vocational
yo yo boys,Bullying ,Troll
if ur still not muslim till the day of judgment shock u would be to learn that allah is the one and only true god,Bullying,Religion
the key witness for the prosecution was offered police protection after she received,Bullying ,Threats
hahahahaha islam opposes wickedness,Bullying ,Religion
holy fuck girl you cant do stuff like that,Bullying ,Sexual
wait your fb is banned now,Bullying,Threats
lol boys lol,Bullying ,Troll
hot boobs,Bullying,Sexual
london er mto khrp ase r,Bullying ,Ethnicity
u are nosty human,Bullying ,Vocational
i believe one of your first senses to die is sensation,Bullying ,Religion
the disregard for ethics and integrity in political campaigns erodes public trust in candidates,Bullying ,Political
civil war broke out throughout all of israel,Bullying ,Political
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
haha isnt route running part of the position people are dumb but fuck edelman he just looks like he says,Bullying ,Ethnicity
he is a bitch plain and simple every game same shit,Bullying ,Vocational
youre just a reject plain and simple,Bullying,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i am a robot,Bullying ,Troll
bangladesh is a political country,Bullying ,Ethnicity
i need at least two days to recover from this,Bullying,Troll
ive been told im pretty good at drumming up suspense,Bullying ,Threats
youd be wonderful in bed i bet,Bullying,Sexual
excuse the crimes of islam rather than get rid of them,Bullying,Racism
you are a foolish,Bullying ,Vocational
hoping to catch the israeli army off guard,Bullying ,Political
yo yo boys,Bullying ,Troll
the prophet muhamad sws declared islam afull religion,Bullying ,Religion
wait your fb is banned now,Bullying,Threats
when a person announces good news,Bullying ,Threats
whats with loser ass niggas and quote retweeting eeeeverything,Bullying ,Ethnicity
wait your fb is banned now,Bullying,Threats
the truth is that more muslims are walking away from islam than people are converting to it education will now,Bullying ,Ethnicity
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you are a foolish,Bullying ,Vocational
the muslim brotherhood president of egypt was removed in 2013 by obama you guys are idiots,Bullying,Religion
yo yo boys,Bullying ,Troll
your own machines oil,Bullying ,Threats
the use of immigration laws to advance divisive rhetoric feeds xenophobia,Bullying ,Political
what a shame for those who were harmed or vulnerable by it,Bullying ,Vocational
civil war broke out throughout all of israel,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
what a shame for those who were harmed or vulnerable by it,Bullying ,Vocational
arabs are not welcome,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religious leaders can take advantage of followers weaknesses like poverty or fear of illness,Bullying,Religion
youre like the pied piper of laughter and im following,Bullying,Troll
requests for sex,Bullying ,Sexual
the industrys fierce competition makes it challenging to maintain a healthy worklife balance,Bullying,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
australian peopleare very bad,Bullying ,Ethnicity
world war come,Bullying ,Ethnicity
religion often divides people along sectarian lines,Bullying,Religion
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
idiot im talking about halal products not muslims are you saying halal products means muslims,Bullying ,Religion
hoping to catch the israeli army off guard,Bullying ,Political
any terrorist must be taken by the police,Bullying ,Vocational
who are islamists those who fully follow the teachings of muhammed found in the quran and hadiths,Bullying,Religion
in some professions gender and racial biases continue to hinder career advancement,Bullying ,Vocational
holy fuck girl you cant do stuff like that,Bullying ,Sexual
the muslim brotherhood president of egypt was removed in 2013 by obama you guys are idiots,Bullying,Religion
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
israeli authorities doubled down on policies to repress palestinians and privilege jewish israelis,Bullying ,Ethnicity
religious doctrines can be exclusionary promoting us vs them mentalities,Bullying,Religion
hindu heaters,Bullying ,Religion
youre my spouse,Bullying,Vocational
tmk dkhte kemon jeno liga,Bullying,Troll
election is not to fair,Bullying ,Political
your humor should be patented its one of a kind,Bullying,Troll
this person can be charged with a crime and face trial,Bullying ,Political
world war come,Bullying ,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you cant put down get fuck up get fuck,Bullying ,Sexual
religion can suppress critical thinking,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
this post is a masterclass in humor,Bullying,Troll
hoping to catch the israeli army off guard,Bullying ,Political
i cant decide if your videos are comedy gold or pure magic,Bullying,Troll
eid is the worst day of the month,Bullying ,Religion
dawg i want this bitch to suffer,Bullying,Sexual
the prophet muhamad sws declared islam afull religion,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religion has been used as a tool for colonization and imperialism,Bullying,Religion
standing close to someone,Bullying ,Sexual
oh my god you cannot do stuff like that girl,Bullying ,Sexual
fuck india people,Bullying,Ethnicity
girl this nigga make me sick to my stomach,Bullying,Ethnicity
people have a choice whether to feed the white or the black wolf there are energetic phases of creation and destruction,Bullying ,Ethnicity
none of them can show anything in her past but current plans,Bullying,Ethnicity
if you smiled more youd appear lot more attractive,Bullying,Sexual
youre so pathetic,Bullying,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
im concerned about the historical persecution of religious minorities and dissenters,Bullying,Religion
the prophet muhamad sws declared islam afull religion,Bullying ,Religion
you have never studied the barbarity of the muslims during,Bullying ,Religion
the misuse of taxpayer funds for political pet projects diverts resources from essential services,Bullying ,Political
this person can be charged with a crime and face trial,Bullying ,Political
you should wear more revealing clothes,Bullying,Sexual
despite years of dedication she was repeatedly passed over for promotions,Bullying ,Vocational
if i had a dollar for every time i laughed during your videos id be a millionaire,Bullying,Troll
i hate lucky charms,Bullying ,Vocational
wait your facebook is now blocked,Bullying,Threats
you identify as a third gender,Bullying ,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
by killing him,Bullying,Threats
i hate lucky charms,Bullying ,Vocational
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
a sunni islamist militant group that assumed palestinian power in 2006,Bullying ,Religion
i think your muslim friends are raping girls around the world,Bullying ,Religion
heroalom is fool of bangladesh actor,Bullying,Troll
oil your own machine,Bullying ,Threats
you will never be loved,Bullying,Vocational
people are same to animal behave,Bullying ,Ethnicity
kill him,Bullying ,Threats
he killed him,Bullying,Threats
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
you look like a gypsy sorry im not sorry,Not-Bullying,Vocational
since the girls are unable to cook i hope this round shamed them,Bullying,Religion
i cant wait to feel you inside me,Bullying,Sexual
religious institutions can suppress dissent and critical thinking,Bullying,Religion
heroalom is fool of bangladesh actor,Bullying,Troll
england er sexism country,Bullying ,Ethnicity
you are a gay,Bullying,Troll
islam is inhuman and must be outlawed,Bullying,Religion
you look like a gypsy sorry im not sorry,Not-Bullying,Vocational
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
civil war broke out throughout all of israel,Bullying ,Political
england is a naughty country,Bullying ,Ethnicity
i dont always watch tiktok but when i do its your videos,Bullying,Troll
islam is corrupt from the beginning,Bullying ,Religion
srilanka dewlia,Bullying ,Ethnicity
you ought to be appreciative of my time,Bullying,Sexual
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
wait your facebook is now blocked,Bullying,Threats
can still taste you on my lips,Bullying ,Sexual
im not sure about the universe,Not-Bullying,Religion
fucking,Bullying ,Sexual
their collection of movies are adult types,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
hindu are killed israil,Bullying ,Religion
cant stop watching this honestly,Bullying ,Threats
hindus are son of bitches,Bullying,Religion
this post belongs in the comedy hall of fame someone said,Bullying,Troll
my cat even stopped napping to watch your video,Bullying,Troll
indian people are dirty mind,Bullying ,Religion
racism in this country is whats driving us all nuts,Bullying,Ethnicity
you have the ability to make anybody laugh,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the lack of worklife balance in some industries can strain personal relationships and lead to burnout,Bullying ,Vocational
im sure you are a loser,Bullying ,Vocational
what a dogy girl,Bullying,Sexual
you are exaggerating what happened,Bullying,Vocational
these comments are very stupid idiotic scary and fake,Bullying,Vocational
islam is corrupt from the beginning,Bullying ,Religion
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
black people out here who literally hate their skin color they wish they were lighter or born white,Bullying ,Ethnicity
holy fuck girl you cant do stuff like that,Bullying ,Sexual
the demands of the job usually result in burnout and mental health issues,Bullying,Vocational
i am a robot,Bullying ,Troll
none of them can show anything in her past but current plans,Bullying,Ethnicity
youre just a troublemaker,Bullying,Vocational
religion can lead to a sense of judgment and condemnation of nonbelievers,Bullying,Religion
england is a naughty country,Bullying ,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
civil war broke out throughout all of israel,Bullying ,Political
muslims all people killed the world,Bullying ,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
heroalom is fool of bangladesh actor,Bullying,Troll
i am a robot,Bullying ,Troll
the key witness for the prosecution was offered police protection after she received,Bullying ,Threats
fuck off you are,Bullying ,Sexual
there are still racial and gender biases in some professions,Bullying,Vocational
the lack of job security in the gig economy leaves workers vulnerable,Bullying ,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
three major railway stations were shut down,Bullying ,Threats
maram desired to learn more about her ancestry,Bullying ,Ethnicity
islam is corrupt from the beginning,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
oh my god you cannot do stuff like that girl,Bullying ,Sexual
hoping to catch the israeli army off guard,Bullying ,Political
as they will only encounter muslim women help muslim males avoid fitna,Bullying,Religion
eid day are the bad day of month,Bullying ,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
as is saidthe basic criteria to be a muslim is to be a chootiya and become katua that makes you a perfect idiot and follower of allah,Bullying ,Religion
you want me bed now,Bullying ,Sexual
wow sexy,Bullying ,Sexual
nigga is very lame in our society,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
white people fucks,Bullying ,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
election is not to fair,Bullying ,Political
arabs are not welcome,Bullying,Ethnicity
he killed him,Bullying,Threats
this person can be charged with a crime and face trial,Bullying ,Political
youre a complete failure in everything you do,Bullying,Vocational
if you dont send me nudes ill ruin your life,Bullying,Sexual
im going to wreck your life,Bullying,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
mondir vanish to the world,Bullying.,Religion
im concerned about the historical persecution of heretics and nonbelievers,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i may comment whenever i want on your physique,Bullying,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
this post is like a comedy bonanza in my feed,Bullying,Troll
i find religious dogma to be restrictive,Bullying,Religion
shut the fuck up red you dumb nigger,Bullying,Ethnicity
wait your fb is banned now,Bullying,Threats
why would you profile white people blacks murder at 6 times the rate as whites,Bullying,Religion
motherfukcer,Bullying ,Vocational
boys is so hot,Bullying ,Sexual
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
you should have known better,Bullying,Vocational
yo yo boys,Bullying ,Troll
three main line railway stations were closed,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
please just take your own life,Bullying,Vocational
by killing him,Bullying,Threats
were hoping the kidnappers wont make good on their threat to kill the captives,Bullying ,Threats
yeah thats picture is as like hero alom,Bullying,Troll
arming training and funding proxies in lebanon syria iraq and yemen,Bullying ,Ethnicity
this person can be charged with a crime and face trial,Bullying ,Political
discrimination and harassment in the workplace create hostile environments for marginalized employees,Bullying ,Vocational
what the fuck,Bullying ,Sexual
religious teachings can perpetuate a sense of divine favoritism,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
shut the fuck up red you dumb nigger,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religion can be used to rationalize the subjugation of women,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
election is not to fair,Bullying ,Political
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
you are a gay,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
in what started as a surprise attack israel in 1967 defeated egypt,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
israel has been plagued by unpredictable war and violence,Bullying ,Ethnicity
id trade all my tiktok followers for just one of your laughs,Bullying,Troll
i want your ass in my bed,Bullying ,Sexual
this post is the roflcopter of my day,Bullying,Troll
im critical of the opulence and wealth of some religious institutions,Bullying,Religion
i cant believe its you keep growing keep doing,Bullying ,Vocational
immigrants are a burden to our society,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
hindu heaters,Bullying ,Religion
you are a gay,Bullying,Troll
australian peopleare very bad,Bullying ,Ethnicity
heroalom is fool of bangladesh actor,Bullying,Troll
three main line railway stations were closed,Bullying ,Threats
hey girl i sleep at a night,Bullying ,Sexual
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
girl this nigga make me sick to my stomach,Bullying,Ethnicity
i find it difficult to accept that you are that strict,Bullying,Vocational
i hate lucky charms,Bullying ,Vocational
boobs are big,Bullying ,Sexual
i bet youd be fantastic in bed,Bullying,Sexual
the failure to provide access to affordable healthcare causes avoidable suffering and financial burden,Bullying ,Political
the erosion of ethics and integrity in political campaigns fosters public disillusionment,Bullying ,Political
heroalom is fool of bangladesh actor,Bullying,Troll
eid day are the bad day of month,Bullying ,Religion
why do muslims insist that women dress modestly and remain at home,Bullying ,Religion
this post should be framed and hung in a museum of hilarity,Bullying,Troll
you are a foolish,Bullying ,Vocational
wait your fb is banned now,Bullying,Threats
police security was made available to the prosecutions main witness after she received,Bullying ,Threats
habby figure,Bullying,Sexual
the failure to address systemic racial disparities perpetuates injustice and discrimination,Bullying ,Political
there are so many things that are incorrect with your comment its unbelievable guns dont kill people,Bullying,Threats
tui sbr kolonko,Bullying ,Ethnicity
lol boys lol,Bullying ,Troll
fuckig,Bullying ,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
you are a burden to everyone around you,Bullying,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you are bitch,Bullying ,Vocational
boobs are big,Bullying ,Sexual
oil your own machine,Bullying ,Threats
the suppression of investigative journalism limits transparency and accountability,Bullying ,Political
muslims is bad for world,Bullying ,Ethnicity
police security was made available to the prosecutions main witness after she received,Bullying ,Threats
organized religion has a history of suppressing scientific progress,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religious institutions can prioritize the preservation of their own power and authority,Bullying,Religion
ive been told im pretty good at drumming up suspense,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
heroalom is fool of bangladesh actor,Bullying,Troll
holy fuck girl you cant do stuff like that,Bullying ,Sexual
your humor should be patented its that unique,Bullying,Troll
the cutthroat competition in the industry makes it difficult to maintain a healthy worklife balance,Bullying ,Vocational
political leaders shortterm focus on reelection hampers longterm planning,Bullying ,Political
you are killed him,Bullying,Threats
lol boys lol,Bullying ,Troll
people have a choice whether to feed the white or the black wolf there are energetic phases of creation and destruction,Bullying ,Ethnicity
you are a gay,Bullying,Troll
im critical of the historical destruction of cultural artifacts by religious extremists,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i use my hands since the day i quit fighting opening my locker,Bullying,Threats
we need this information to make sure that were giving equal opportunities to all candidates,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
you just turned my bad day into a good one,Bullying,Troll
the same thing and tbh most of the niggas that speak the most on it have no pov,Bullying ,Ethnicity
holy fuck girl you cant do stuff like that,Bullying ,Sexual
you are a gay,Bullying,Troll
heroalom is fool of bangladesh actor,Bullying,Troll
since the election i have not seen a white girl or boy behave in a manner as stupid or vicious as a nigerian or a beaner but white people we are racists,Bullying ,Ethnicity
the job market in that field is oversaturated making it hard to find employment,Bullying ,Vocational
sunny hot sexy mal,Bullying,Sexual
he did not come to speak and is coming to show his crooked teeth where fazil is from,Bullying,Troll
yo yo boys,Bullying ,Troll
election is not to fair,Bullying ,Political
wait your fb is banned now,Bullying,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
youre just a crybaby,Bullying,Vocational
england is a naughty country,Bullying ,Ethnicity
religion can lead to a fear of exploring different philosophical perspectives,Bullying,Religion
yo yo boys,Bullying ,Troll
i hate lucky charms,Bullying ,Vocational
bout to not watch this laker game z ad going piss me off nigga a weirdo,Bullying ,Ethnicity
you are a lier,Bullying ,Vocational
boobs on fire,Bullying,Sexual
palestinians launched suicide bombs,Bullying ,Political
i cant believe its you keep growing keep doing,Bullying ,Vocational
religious institutions can resist changes that would benefit their followers such as greater transparency or accountability,Bullying,Religion
you are now done,Bullying ,Threats
bangladesh is a dangerous country,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
your sense of humor is like a fine wine it gets better with every post,Bullying,Troll
these comments are very stupid idiotic scary and fake,Bullying,Vocational
oh my god you cannot do stuff like that girl,Bullying ,Sexual
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
since the election i have not seen a white girl or boy behave in a manner as stupid or vicious as a nigerian or a beaner but white people we are racists,Bullying ,Ethnicity
nuclear weapons pose a threat to everyone,Bullying ,Threats
i want your ass in my bed,Bullying ,Sexual
religious institutions can be rife with hypocrisy,Bullying,Religion
seize my ass,Bullying ,Sexual
fuck of this,Bullying ,Sexual
youre exaggerating what happened,Bullying,Vocational
wow sexy,Bullying ,Sexual
excuse the crimes of islam rather than get rid of them,Bullying,Racism
you have never studied the barbarity of the muslims during,Bullying ,Religion
the police have to take any terrorist,Bullying ,Threats
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
thats what happens when you skip school,Bullying,Troll
your posts make my coffee taste even better in the morning,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
your tiktoks should come with a warning label may cause uncontrollable laughter,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
heroalom is fool of bangladesh actor,Bullying,Troll
ill make sure everyone knows what you did,Bullying,Vocational
he killed him,Bullying,Threats
excuse the crimes of islam rather than get rid of them,Bullying,Racism
your humor is the best alarm clock for my mood,Bullying,Troll
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
yo yo boys,Bullying ,Troll
kill him,Bullying ,Threats
religion sometimes promotes a fear of exploring secular or nonreligious worldviews,Bullying,Religion
youre so seductive i cant stop thinking about you,Bullying ,Sexual
now you are finished,Bullying ,Threats
religious communities can be insular and closedminded,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
israil the bad country,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
lol boys lol,Bullying ,Troll
you are a foolish,Bullying ,Vocational
you are such a letdown,Bullying,Vocational
u are poor people,Bullying ,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the exploitation of economic crises for political opportunism exacerbates public suffering,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
this lands him in firm troll territory,Bullying,Troll
i cant decide if youre a comedian or a wizard making laughter appear out of thin air,Bullying,Troll
the erosion of trust in media outlets undermines the publics access to reliable information,Bullying ,Political
i cant believe its you keep growing keep doing,Bullying ,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
memes are a dkhe tomorow at noon please,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
u are nosty human,Bullying ,Vocational
i am a robot,Bullying ,Troll
you have never studied the barbarity of the muslims during,Bullying ,Religion
religion can create a sense of superiority among believers,Bullying,Religion
in what started as a surprise attack israel in 1967 defeated egypt,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
what a dogy girl,Bullying,Sexual
a sunni islamist militant group that assumed palestinian power in 2006,Bullying ,Religion
hoping to catch the israeli army off guard,Bullying ,Political
in what started as a surprise attack israel in 1967 defeated egypt,Bullying ,Political
religion can perpetuate harmful stereotypes and prejudices,Bullying,Religion
you look like a gypsy sorry im not sorry,Not-Bullying,Vocational
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
youre the ceo chief entertainment officer of instagram,Bullying,Troll
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
people are same to animal behave,Bullying ,Ethnicity
no one can reveal anything about her history but her current ambitions,Bullying,Ethnicity
police can arrest the person who committed the crime,Bullying ,Political
election is not to fair,Bullying ,Political
civil war broke out throughout all of israel,Bullying ,Political
the overreliance on contract and gig workers results in limited job security and benefits,Bullying ,Vocational
any terrorist must be taken by the police,Bullying ,Threats
the fierce competition in the sector may make it challenging to maintain a healthy worklife balance,Bullying,Vocational
election is not to fair,Bullying ,Political
you are abhorrent,Bullying,Vocational
wait your fb is banned now,Bullying,Threats
continue what you have learned in the classroom of the world make it up from zero to hero,Bullying,Troll
thanks to you my explore tab is filled with happy things,Bullying,Troll
the erosion of civil rights and liberties in the name of security sets a dangerous precedent,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
heroalom is fool of bangladesh actor,Bullying,Troll
the disregard for international human rights conventions damages a nations moral standing,Bullying ,Political
jinna asked for direct action to slaughter hindus in order to split india on the basis of islam,Bullying,Religion
how about you stop asking questions lil nigga,Bullying,Ethnicity
you really let me down,Bullying,Vocational
heroalom is fool of bangladesh actor,Bullying,Troll
asylum seekers are unwelcome,Bullying,Ethnicity
world war come,Bullying ,Ethnicity
london er mto khrp ase r,Bullying ,Ethnicity
yo yo boys,Bullying ,Troll
how cruel you are,Bullying,Vocational
you identify as a third gender,Bullying ,Vocational
you are a gay,Bullying,Troll
the manipulation of intelligence assessments for political objectives endangers national security,Bullying ,Political
none of them can show anything in her past but current plans,Bullying,Ethnicity
cross fir kora dorkar,Bullying,Political
hindus are fucking,Bullyibg,Religion
you are a foolish,Bullying ,Vocational
yo yo boys,Bullying ,Troll
their collection of movies are adult types,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you are such a nothing,Bullying,Vocational
i dont work this hard so that those migrants can take all the benefits,Bullying,Ethnicity
why is it that foreigners smell weird do they not wash,Bullying,Troll
feel free to use these comments to bring humor and positivity to instagram and show appreciation for the funny and entertaining posts you come across,Bullying,Troll
fucking pussy,Bullying,Sexual
the neglect of mental health services for veterans results in high rates of suicide,Bullying ,Political
a sunni islamist militant group that assumed palestinian power in 2006,Bullying ,Religion
you are a foolish,Bullying ,Vocational
you can hand it over to me,Bullying,Ethnicity
religious institutions can be resistant to addressing issues of abuse within their ranks,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
police can arrest the person who committed the crime,Bullying ,Political
what makes you speak so poorly,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
lol boys lol,Bullying ,Troll
the rise of authoritarianism in some countries threatens democratic values and human rights,Bullying ,Political
boobs are big,Bullying ,Sexual
holy fuck girl you cant do stuff like that,Bullying ,Sexual
australian peopleare very bad,Bullying ,Ethnicity
hindu are killed israil,Bullying ,Religion
hey girl i sleep at a night,Bullying ,Sexual
i think feeling is one of ur first senses to go,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
fuckig,Bullying ,Vocational
the misuse of taxpayer funds for political pet projects diverts resources from essential services,Bullying ,Political
the truth is that more muslims are walking away from islam than people are converting to it education will now,Bullying ,Ethnicity
the neglect of cybersecurity precautions leaves critical infrastructure vulnerable to cyberattacks,Bullying ,Political
no one can reveal anything about her history but her current ambitions,Bullying,Ethnicity
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
im critical of the role of religion in promoting guilt and shame,Bullying,Religion
i wish i havent watched this video,Bullying,Troll
no one can reveal anything about her history but her current ambitions,Bullying,Ethnicity
yo yo boys,Bullying ,Troll
israeli authorities doubled down on policies to repress palestinians and privilege jewish israelis,Bullying ,Ethnicity
nuclear weapons pose a threat to everyone,Bullying ,Threats
who are islamists those who fully follow the teachings of muhammed found in the quran and hadiths,Bullying,Religion
heroalom is fool of bangladesh actor,Bullying,Troll
excuse the crimes of islam rather than get rid of them,Bullying,Racism
wait your fb is banned now,Bullying,Threats
religious teachings can perpetuate a sense of divine entitlement,Bullying,Religion
youre making up what happened,Bullying,Vocational
